customer_id,tenure,monthly_charges,contract_type,support_tickets,usage_score,churn
C0644,35,103.91,annual,3,37.36,1
C0645,56,67.5,monthly,4,44.29,1
C0646,24,58.94,annual,4,62.39,1
C0647,34,97.39,monthly,1,83.73,1
C0648,39,102.13,annual,1,56.95,1
C0649,70,74.21,annual,3,38.22,1
C0650,62,110.37,monthly,2,99.48,1
C0651,36,42.95,annual,2,29.25,1
C0652,47,109.12,monthly,4,96.47,1
C0653,15,38.65,annual,2,84.72,1
C0654,58,43.82,annual,2,87.11,0
C0655,40,78.05,monthly,5,83.59,1
C0656,39,36.08,annual,3,36.65,0
C0657,56,34.75,monthly,7,70.61,1
C0658,46,30.05,monthly,0,80.54,1
C0659,6,69.27,monthly,3,79.65,1
C0660,21,99.72,monthly,3,41.73,0
C0661,13,33.14,monthly,4,34.49,1
C0662,53,88.7,monthly,2,46.25,1
C0663,3,104.08,monthly,3,58.39,1
C0664,15,45.12,monthly,2,65.9,1
C0665,44,43.22,annual,4,86.96,1
C0666,51,107.47,monthly,1,81.52,0
C0667,37,104.08,annual,3,74.09,1
C0668,62,78.5,monthly,0,41.08,0
C0669,67,103.73,monthly,4,58.31,0
C0670,10,38.35,monthly,6,46.83,1
C0671,69,65.5,monthly,2,38.79,0
C0672,45,96.4,monthly,1,20.82,1
C0673,46,53.17,monthly,0,47.16,1
C0674,7,97.71,monthly,3,40.49,1
C0675,45,75.38,monthly,3,65.75,0
C0676,53,97.52,monthly,4,24.98,1
C0677,42,71.82,monthly,4,41.64,1
C0678,7,63.11,annual,1,23.58,1
C0679,38,49.73,monthly,1,71.31,0
C0680,68,48.75,annual,4,65.46,0
C0681,53,97.63,annual,1,47.0,1
C0682,10,40.7,annual,1,31.79,1
C0683,70,37.74,annual,5,96.63,0
C0684,70,45.87,monthly,6,66.75,0
C0685,13,45.78,monthly,1,74.33,1
C0686,58,104.08,monthly,2,62.51,1
C0687,30,65.87,annual,0,84.52,1
C0688,43,119.13,monthly,1,91.71,1
C0689,33,42.35,monthly,1,50.62,1
C0690,57,88.82,annual,4,75.2,0
C0691,72,70.39,monthly,2,38.39,0
C0692,58,65.36,monthly,1,72.15,1
C0693,68,108.76,annual,2,51.93,1
C0694,69,117.8,monthly,1,20.54,1
C0695,7,108.56,monthly,2,96.44,1
C0696,19,47.31,annual,1,89.48,0
C0697,52,49.87,monthly,6,43.27,1
C0698,43,89.05,monthly,1,99.82,0
C0699,4,56.02,monthly,2,45.37,1
C0700,7,96.13,annual,2,56.71,1
C0701,38,80.98,monthly,3,88.1,1
C0702,45,79.58,annual,2,44.37,1
C0703,13,104.57,annual,5,56.04,0
C0704,13,93.95,monthly,3,73.25,1
C0705,10,32.39,monthly,3,30.44,1
C0706,41,34.45,monthly,8,53.79,1
C0707,1,84.14,annual,4,44.75,1
C0708,42,73.76,monthly,4,74.14,1
C0709,35,53.42,monthly,2,30.88,1
C0710,34,67.68,monthly,3,38.62,1
C0711,49,98.21,annual,6,76.91,0
C0712,38,104.4,monthly,2,32.5,1
C0713,53,80.51,annual,2,53.76,0
C0714,56,64.68,monthly,3,77.03,0
C0715,67,54.36,annual,2,81.24,0
C0716,58,76.97,monthly,3,27.59,1
C0717,38,58.33,monthly,0,88.16,1
C0718,36,80.77,annual,3,77.92,0
C0719,17,90.9,annual,2,47.14,1
C0720,44,35.95,monthly,1,81.1,0
C0721,11,30.1,monthly,5,78.26,1
C0722,68,49.1,monthly,1,68.07,1
C0723,61,110.51,monthly,5,64.68,1
C0724,9,88.17,monthly,1,78.78,0
C0725,57,45.48,annual,3,99.94,1
C0726,9,110.12,monthly,6,66.28,1
C0727,52,72.3,annual,5,84.7,1
C0728,7,72.85,monthly,2,79.54,1
C0729,36,114.2,monthly,4,88.46,1
C0730,48,35.35,annual,3,96.36,0
C0731,53,49.37,monthly,1,35.45,1
C0732,31,82.72,annual,4,33.24,1
C0733,67,47.59,monthly,2,66.91,1
C0734,56,91.16,annual,3,55.94,0
C0735,15,49.27,annual,2,65.66,0
C0736,49,38.92,annual,5,83.84,0
C0737,53,48.63,monthly,3,94.54,1
C0738,25,68.05,monthly,1,53.39,1
C0739,54,45.85,monthly,3,77.43,1
C0740,65,42.12,monthly,3,35.74,1
C0741,59,107.43,monthly,2,62.76,1
C0742,55,58.84,monthly,2,21.74,1
C0743,46,62.47,monthly,2,60.3,1
C0744,20,34.97,monthly,3,63.63,1
C0745,58,62.16,monthly,2,78.84,1
C0746,27,53.83,monthly,7,71.96,1
C0747,39,84.94,monthly,3,48.67,1
C0748,23,48.49,monthly,3,20.46,1
C0749,23,109.95,monthly,5,29.24,1
C0750,12,113.67,monthly,4,97.84,1
C0751,70,38.98,monthly,4,93.79,1
C0752,11,39.67,annual,2,46.01,1
C0753,7,40.38,monthly,1,40.71,1
C0754,68,85.76,monthly,1,54.91,1
C0755,40,40.98,annual,1,75.2,1
C0756,32,106.71,monthly,3,48.55,1
C0757,54,97.88,annual,2,25.38,1
C0758,28,103.78,annual,3,52.22,1
C0759,10,77.35,monthly,4,40.85,1
C0760,53,119.7,monthly,0,45.99,0
C0761,13,33.98,annual,5,33.04,1
C0762,40,66.11,annual,4,72.71,0
C0763,69,59.15,monthly,4,62.13,1
C0764,68,115.38,monthly,0,41.67,1
C0765,26,81.92,monthly,1,64.31,1
C0766,57,102.56,monthly,2,59.42,0
C0767,45,45.33,annual,3,83.68,1
C0768,35,118.08,monthly,2,96.48,1
C0769,11,74.88,annual,3,30.45,1
C0770,28,74.43,annual,2,90.71,0
C0771,47,117.38,monthly,2,76.38,1
C0772,72,64.27,monthly,3,75.4,0
C0773,1,65.78,annual,4,49.94,1
C0774,52,82.63,annual,4,47.51,0
C0775,61,41.52,annual,4,20.45,0
C0776,69,58.9,monthly,5,98.58,1
C0777,31,47.39,monthly,5,68.52,0
C0778,9,39.3,monthly,2,52.19,1
C0779,20,107.95,annual,4,63.5,1
C0780,62,83.04,monthly,2,23.24,1
C0781,64,62.28,monthly,2,33.89,0
C0782,46,66.78,monthly,2,69.87,1
C0783,9,68.84,monthly,2,61.14,1
C0784,9,86.98,annual,3,82.97,1
C0785,35,113.41,monthly,6,72.7,1
C0786,43,113.95,monthly,5,68.11,1
C0787,3,65.23,annual,4,85.22,1
C0788,50,59.63,annual,5,25.46,1
C0789,40,70.59,monthly,1,75.27,0
C0790,1,81.11,monthly,4,77.25,1
C0791,7,71.56,annual,3,42.01,1
C0792,33,89.29,annual,4,35.65,1
C0793,53,79.9,monthly,3,37.11,1
C0794,60,58.86,monthly,4,35.85,1
C0795,32,61.12,monthly,3,61.9,1
C0796,22,64.07,monthly,2,30.85,1
C0797,70,38.52,annual,1,72.74,0
C0798,34,44.95,monthly,2,28.41,1
C0799,23,95.08,monthly,1,22.15,0
C0800,32,65.02,annual,5,45.54,1
C0801,1,49.31,annual,2,35.35,1
C0802,22,80.64,annual,3,99.09,0
C0803,38,98.0,monthly,3,44.24,1
C0804,67,53.17,monthly,4,37.77,0
C0805,54,104.41,monthly,0,35.74,1
C0806,57,113.48,monthly,2,49.91,1
C0807,40,83.77,monthly,6,68.47,0
C0808,8,90.21,monthly,4,82.56,1
C0809,29,34.73,monthly,5,49.17,1
C0810,72,115.1,annual,2,70.08,1
C0811,4,65.32,annual,1,58.56,1
C0812,64,113.15,monthly,3,87.72,1
C0813,50,82.11,monthly,4,65.52,0
C0814,21,30.42,monthly,2,43.19,1
C0815,57,33.47,monthly,2,76.29,0
C0816,61,91.24,monthly,5,85.61,1
C0817,4,80.64,monthly,5,57.24,1
C0818,8,32.39,annual,3,98.98,1
C0819,48,96.91,monthly,2,90.33,0
C0820,72,106.69,annual,2,35.76,0
C0821,2,74.68,monthly,5,82.94,1
C0822,48,71.92,monthly,5,68.08,0
C0823,10,30.49,monthly,8,62.78,1
C0824,47,100.8,monthly,4,61.12,1
C0825,45,59.76,monthly,3,88.27,0
C0826,7,109.09,annual,2,68.87,0
C0827,50,63.58,monthly,1,63.02,1
C0828,65,80.86,monthly,4,23.91,1
C0829,63,54.33,monthly,3,55.86,0
C0830,3,44.45,monthly,5,92.64,0
C0831,18,99.74,monthly,0,76.94,0
C0832,18,74.69,monthly,3,24.08,1
C0833,33,78.28,annual,8,90.72,1
C0834,11,116.89,monthly,3,86.13,1
C0835,62,116.72,monthly,3,63.73,1
C0836,56,107.01,annual,5,21.79,0
C0837,59,46.88,annual,5,64.99,0
C0838,15,83.48,monthly,2,24.37,1
C0839,2,109.03,monthly,5,45.63,1
C0840,66,63.7,monthly,5,70.31,1
C0841,21,39.1,monthly,2,93.03,0
C0842,48,102.99,monthly,4,48.62,1
C0843,66,73.36,annual,3,88.8,0
C0844,3,80.8,monthly,3,93.47,1
C0845,1,118.39,annual,2,21.68,1
C0846,1,84.65,monthly,4,39.15,1
C0847,12,68.25,annual,4,76.79,0
C0848,4,63.3,annual,1,80.55,1
C0849,60,67.59,monthly,4,51.39,1
C0850,44,40.66,monthly,1,72.54,1
C0851,71,101.53,monthly,6,68.97,1
C0852,58,105.39,annual,2,79.18,1
C0853,70,55.6,monthly,1,77.49,1
C0854,18,57.34,monthly,2,26.87,1
C0855,21,108.69,monthly,2,32.66,1
C0856,62,32.16,annual,4,30.62,0
C0857,18,76.84,monthly,0,94.6,0
C0858,5,71.73,monthly,1,93.08,1
C0859,49,92.11,annual,3,83.79,1
C0860,58,44.71,monthly,2,29.34,1
C0861,70,90.15,annual,3,65.94,0
C0862,67,63.91,monthly,2,34.98,1
C0863,9,85.68,monthly,3,49.47,1
C0864,56,33.61,annual,3,41.37,0
C0865,61,71.56,annual,3,86.31,1
C0866,51,77.0,annual,5,31.56,0
C0867,60,49.29,monthly,1,71.69,0
C0868,61,42.57,monthly,3,98.71,1
C0869,33,46.96,monthly,3,74.96,1
C0870,3,60.97,monthly,3,26.34,1
C0871,33,38.71,monthly,2,92.63,0
C0872,15,115.26,monthly,5,71.45,1
C0873,9,66.45,monthly,1,56.5,1
C0874,9,102.81,monthly,1,72.78,1
C0875,51,117.7,monthly,4,90.32,1
C0876,37,37.27,monthly,1,58.17,1
C0877,39,88.65,annual,3,62.51,1
C0878,54,108.43,monthly,2,56.2,1
C0879,40,87.08,monthly,2,25.81,1
C0880,46,68.61,annual,3,82.97,1
C0881,7,68.8,annual,3,30.11,1
C0882,62,33.23,monthly,5,51.57,1
C0883,33,78.11,monthly,3,50.95,1
C0884,12,119.42,monthly,4,42.4,1
C0885,59,116.28,monthly,3,52.2,0
C0886,53,33.64,annual,8,69.44,0
C0887,4,93.52,annual,2,44.91,1
C0888,14,57.16,monthly,1,33.8,1
C0889,2,111.27,annual,7,89.55,1
C0890,20,34.06,monthly,2,97.67,1
C0891,8,114.23,monthly,6,56.69,1
C0892,52,105.37,annual,4,46.16,0
C0893,38,40.58,monthly,3,23.8,1
C0894,71,35.38,monthly,1,22.95,1
C0895,54,105.12,monthly,5,51.43,1
C0896,45,44.02,annual,1,94.42,0
C0897,37,78.14,monthly,5,78.46,0
C0898,4,112.42,monthly,3,47.94,1
C0899,6,81.07,monthly,2,97.44,1
C0900,45,65.75,monthly,0,54.3,0
C0901,1,70.05,monthly,4,42.14,1
C0902,4,35.68,annual,2,54.11,1
C0903,16,117.19,annual,3,36.92,1
C0904,64,57.96,annual,1,90.85,0
C0905,34,47.04,annual,1,48.89,0
C0906,52,55.74,monthly,0,72.64,0
C0907,30,116.79,monthly,3,51.12,1
C0908,13,38.49,monthly,1,92.14,0
C0909,27,108.06,monthly,2,71.39,1
C0910,7,93.71,annual,1,59.06,1
C0911,56,104.7,annual,2,30.57,1
C0912,14,117.83,annual,3,92.15,1
C0913,28,105.79,monthly,2,63.75,1
C0914,71,114.9,monthly,2,42.8,1
C0915,43,41.42,monthly,2,90.23,0
C0916,34,101.62,monthly,4,24.36,1
C0917,40,79.11,monthly,3,45.13,1
C0918,57,78.91,monthly,2,62.95,0
C0919,19,110.9,monthly,4,47.19,1
C0920,46,117.46,annual,2,58.14,1
C0921,63,93.44,monthly,1,41.15,1
C0922,42,73.46,monthly,2,30.41,1
C0923,33,71.08,annual,2,22.95,0
C0924,11,64.77,monthly,2,32.61,1
C0925,18,62.54,annual,3,96.24,0
C0926,69,65.24,annual,2,66.03,1
C0927,39,38.08,monthly,2,59.12,1
C0928,22,36.97,annual,1,50.75,0
C0929,31,100.19,monthly,6,76.67,1
C0930,42,70.15,annual,4,31.3,1
C0931,39,113.76,annual,1,42.09,1
C0932,51,85.1,annual,0,72.47,0
C0933,19,33.17,monthly,0,58.33,0
C0934,47,44.18,monthly,6,81.61,0
C0935,32,48.52,annual,5,91.77,0
C0936,68,117.82,annual,5,85.87,1
C0937,12,49.68,monthly,2,34.74,1
C0938,11,76.42,annual,4,27.32,1
C0939,34,114.26,monthly,5,33.56,1
C0940,37,117.95,annual,2,82.68,1
C0941,50,51.27,annual,2,93.11,1
C0942,30,34.42,monthly,5,94.04,1
C0943,66,43.82,monthly,2,43.86,1
C0944,35,35.7,monthly,1,87.23,0
C0945,10,47.56,monthly,1,62.9,1
C0946,9,81.17,monthly,3,85.82,1
C0947,71,112.12,monthly,3,63.87,0
C0948,10,78.35,monthly,2,31.67,1
C0949,69,86.34,monthly,2,26.34,1
C0950,21,48.17,monthly,2,96.58,1
C0951,7,102.05,annual,5,54.06,1
C0952,22,85.6,annual,1,48.04,1
C0953,45,107.77,monthly,5,48.5,1
C0954,31,115.4,annual,0,50.31,1
C0955,57,61.31,monthly,2,95.6,1
C0956,44,38.15,monthly,5,25.02,1
C0957,29,50.33,monthly,5,29.52,1
C0958,46,69.41,monthly,3,83.17,0
C0959,70,115.11,monthly,1,63.95,0
C0960,30,64.05,monthly,2,30.28,1
C0961,12,99.37,annual,1,22.76,1
C0962,30,78.64,annual,0,37.94,1
C0963,61,46.45,monthly,3,40.86,0
C0964,16,58.87,monthly,0,21.14,1
C0965,69,88.79,monthly,4,37.29,1
C0966,43,90.56,annual,3,79.07,0
C0967,44,69.13,annual,6,88.43,1
C0968,23,50.58,monthly,6,91.86,1
C0969,67,94.97,monthly,3,51.19,0
C0970,3,45.2,monthly,3,45.55,1
C0971,22,114.3,monthly,4,99.99,1
C0972,31,46.91,annual,4,81.55,1
C0973,35,39.66,annual,4,62.99,0
C0974,35,74.79,monthly,2,40.38,1
C0975,11,76.76,monthly,4,45.7,1
C0976,17,75.74,monthly,4,61.23,1
C0977,7,69.3,monthly,3,63.37,1
C0978,42,119.53,monthly,5,21.09,1
C0979,26,73.77,monthly,5,96.75,0
C0980,41,73.02,annual,5,66.05,0
C0981,43,67.96,monthly,4,67.13,1
C0982,51,36.01,monthly,2,36.92,1
C0983,40,83.37,monthly,3,81.2,1
C0984,47,50.52,monthly,3,78.98,0
C0985,43,87.38,annual,3,27.61,1
C0986,47,34.58,monthly,3,67.6,1
C0987,45,118.32,annual,5,72.66,0
C0988,23,72.21,annual,1,86.85,0
C0989,18,110.71,monthly,2,36.49,1
C0990,57,72.8,monthly,2,90.21,1
C0991,25,35.43,annual,4,56.92,0
C0992,40,104.0,monthly,2,27.72,1
C0993,15,88.34,monthly,0,28.45,1
C0994,32,100.36,annual,4,35.82,1
C0995,39,68.54,annual,2,42.62,1
C0996,46,87.41,monthly,4,59.71,1
C0997,38,107.06,monthly,4,79.9,1
C0998,26,86.8,monthly,3,34.94,1
C0999,70,61.29,annual,0,99.41,0
C1000,37,89.63,monthly,1,32.92,0
